Clare|15|Centrocercus urophasianus
Claire|1|Cacatua tenuirostris
Cirstoforo|1|Melursus ursinus
Ciel|3|Alopex lagopus
Chrystel|8|Climacteris melanura
Chrotoem|10|Uraeginthus granatina
Christy|15|Connochaetus taurinus
Christophe|9|Francolinus coqui
Christoforo|4|Ictalurus furcatus
Christiane|13|Alopex lagopus
Christalle|6|Dendrocitta vagabunda
Christalle|6|Priodontes maximus
Chloris|9|Tringa glareola
Chip|9|Physignathus cocincinus
Chicky|20|Tockus flavirostris
Chevy|15|Tadorna tadorna
Chery|11|Gyps bengalensis
Charmaine|4|Tachyglossus aculeatus
Charlotte|5|Ardea cinerea
Charin|16|Lamprotornis sp.
Chancey|1|Pytilia melba
Chad|1|Gyps fulvus
Cello|12|Giraffe camelopardalis
Celia|15|Casmerodius albus
Cecil|2|Conolophus subcristatus
Cecelia|15|Anser anser
Catlee|12|Sciurus vulgaris
Cathyleen|16|Zosterops pallidus
Cathi|10|Alopochen aegyptiacus
Catharine|2|Potorous tridactylus
Cassandra|14|Castor canadensis
Cass|12|Lamprotornis nitens
Caryl|9|Gymnorhina tibicen
Carter|20|Felis yagouaroundi
Carroll|6|Eolophus roseicapillus
Carmina|18|Macropus rufogriseus
Carly|14|Macaca nemestrina
Carlo|4|Felis concolor
Carlin|11|Sus scrofa
Carleton|13|Cyrtodactylus louisiadensis
Carleton|19|Herpestes javanicus
Carlene|9|Paraxerus cepapi
Caria|17|Milvago chimachima
Carey|18|Phoenicopterus ruber
Candra|12|Ramphastos tucanus
Camella|8|Notechis semmiannulatus
Burton|16|Petaurus breviceps
Burk|8|Bassariscus astutus
Brynna|9|Diomedea irrorata
Broderic|9|Semnopithecus entellus
Brod|12|Francolinus coqui
Brigitta|8|Dicrurus adsimilis
Brice|1|Phalaropus lobatus
Brennen|3|Capreolus capreolus
Brennen|1|Cordylus giganteus
Breanne|20|Sylvicapra grimma
Brandi|7|Pedetes capensis
Brande|2|Tauraco porphyrelophus
Brana|9|Kobus leche robertsi
Borg|6|Oncorhynchus nerka
Borden|14|Macropus parryi
Bonnibelle|6|Coluber constrictor
Bonnibelle|3|Grus canadensis
Bogey|3|Recurvirostra avosetta
Bobinette|6|Oreamnos americanus
Blinnie|19|Ephippiorhynchus mycteria
Blane|12|Canis lupus
Binny|13|Phalacrocorax albiventer
Binnie|13|Dasyprocta leporina
Binky|12|Phascogale calura
Billy|1|Chelodina longicollis
Bil|4|Galictis vittata
Beverlee|5|Upupa epops
Betteann|2|Tadorna tadorna
Beth|5|Bucorvus leadbeateri
Berty|4|Vanessa indica
Bert|2|Ciconia ciconia
Bernita|13|Gyps bengalensis
Bernadene|17|Philetairus socius
Berkley|3|Halcyon smyrnesis
Bentley|8|Diomedea irrorata
Benny|14|Bos frontalis
Benjy|11|Neophron percnopterus
Benjamen|1|Chordeiles minor
Beniamino|5|Oryx gazella
Benedicto|20|Boa caninus
Bendix|9|Chelodina longicollis
Bebe|20|Ovis ammon
Baxter|1|Pseudocheirus peregrinus
Baudoin|17|Ornithorhynchus anatinus
Batholomew|8|Vulpes chama
Batholomew|19|Meles meles
Bat|16|Centrocercus urophasianus
Bastien|19|Spilogale gracilis
Bartlett|19|Limosa haemastica
Bartholomew|20|Raphicerus campestris
Barth|6|Hystrix cristata
Barrie|6|Felis silvestris lybica
Barri|11|Ramphastos tucanus
Barnard|5|Ciconia episcopus
Barde|18|Eubalaena australis
Barbi|16|Hystrix cristata
Barbabas|10|Varanus albigularis
Baldwin|19|Macropus rufogriseus
Balduin|8|Plegadis ridgwayi
Babara|7|Ceryle rudis
Bab|5|Chelodina longicollis
Ashlan|17|Trichosurus vulpecula
Ashlan|13|Connochaetus taurinus
Ashla|5|Oryx gazella
Ashien|5|Streptopelia senegalensis
Arvie|8|Crotalus cerastes
Artemis|14|Chelodina longicollis
Arne|19|Merops sp.
Arnaldo|17|Francolinus leucoscepus
Arluene|15|Varanus salvator
Arluene|4|Cebus albifrons
Arlinda|5|Anser caerulescens
Arin|9|Climacteris melanura
Ardyce|3|Connochaetus taurinus
Ardis|18|Ephippiorhynchus mycteria
Ardene|10|Ursus maritimus
Ardath|10|Priodontes maximus
Arabela|4|Actophilornis africanus
Anya|8|Lamprotornis chalybaeus
Antonie|10|Tayassu pecari
Anthe|5|Elephas maximus bengalensis
Anne|5|Nasua nasua
Annabella|2|Crocodylus niloticus
Anitra|16|Gymnorhina tibicen
Angie|16|Vulpes vulpes
Angelique|19|Macaca fuscata
Angeline|9|Ara ararauna
Andree|8|Colaptes campestroides
Andie|20|Butorides striatus
Analiese|1|Anthropoides paradisea
Ambrose|6|Limnocorax flavirostra
Amargo|8|Zalophus californicus
Amandi|9|Sula dactylatra
Amalea|9|Paradoxurus hermaphroditus
Alys|11|Mellivora capensis
Alvan|1|Pseudalopex gymnocercus
Aluino|18|Alcelaphus buselaphus cokii
Alonzo|4|Ateles paniscus
Alma|10|Didelphis virginiana
Allan|9|Phasianus colchicus
Alister|13|Francolinus coqui
Alfreda|12|Gyps fulvus
Alf|3|Microcebus murinus
Alexis|4|unavailable
Alexia|19|Sula dactylatra
Alexandros|9|Bubo virginianus
Alexandros|1|Ramphastos tucanus
Alex|2|Lasiodora parahybana
Alanah|6|Platalea leucordia
Aksel|11|Cacatua tenuirostris
Aindrea|2|unavailable
Aileen|15|Stercorarius longicausus
Ailee|6|Corythornis cristata
Aigneis|7|Merops bullockoides
Aeriela|15|Dicrostonyx groenlandicus
Adriano|10|Plocepasser mahali
Adriano|8|Grus canadensis
Adrian|7|Larus fuliginosus
Adorne|4|Gyps bengalensis
Adorne|13|Morelia spilotes variegata
Adoree|18|Bubalus arnee
Adora|17|Varanus sp.
Adolphe|20|Dasyurus maculatus
Adolphe|10|Chlidonias leucopterus
Adlai|18|Spizaetus coronatus
Adiana|3|Perameles nasuta
Adham|2|Tapirus terrestris
Adella|12|Galictis vittata
Ada|4|Dasyurus maculatus
Abram|7|Phascogale calura
Abe|13|Larus sp.
